text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
9.337299300008453,0.5008076000085566,[-0.21666666666666667],[0.019444444444444445],[1],[0],[0],[0.326434499991592],250354,001,2023-04-05_14h24.10.691,untitled,2022.2.5,144.4195561344965,
