slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.297840599989286,7.297840599989286,7.297840599989286,7.297840599989286,,,,,,,,,
