ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
8.673116800000003,0.5017912000000706,[-0.14907407407407408],[0.044444444444444446],[1],[0],[0],[0.486603900000091],['ques_instr'],,,,,,,,,,,,,,,,,,,,,,2023-04-07_20h49.56.654,FaceAttractiveness,2022.2.5,144.08785901304904,
,,,,,,,,,9.70359719999999,9.70359719999999,9.70359719999999,9.70359719999999,9.70359719999999,0.0012087999999721433,1.9444444444444444,0.9294942000000219,4.040740740740741,1.7645080999999436,"[-0.2638888888888889, 0.2601851851851852, 0.7157407407407408]","[0.13148148148148148, -0.2824074074074074, -0.38796296296296295]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.8212078000000247, 1.6614280000000008, 2.2924540999999863]",['image'],,,,,2023-04-07_20h49.56.654,FaceAttractiveness,2022.2.5,144.08785901304904,
