slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.170776999992086,7.170776999992086,7.170776999992086,7.170776999992086,7.170776999992086,,,,,,,,,
