ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,text_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.5195033000200056,0.5075380000052974,[-0.06296296296296296],[-0.11203703703703703],[1],[0],[0],[0.10441090000676923],['ques_instr'],,,,,,,2023-04-05_20h08.34.879,FaceAttractiveness,2022.2.5,145.40886064348507,
,,,,,,,,,8.152729699999327,8.152729699999327,,,,,,,,,
