RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,slider_2.response,slider_2.rt,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.487612400000216,0.5045466000010492,[-0.19722222222222222],[0.2074074074074074],[1],[0],[0],[5.104416100002709],['ques_instr'],,,,,,,,2023-04-05_14h40.37.695,FaceAttractiveness,2022.2.5,144.53812122225844,
,,,,,,,,,,,,,,,,,,,,18.11198269999295,1.9851851851851852,1.6034540999971796,,,,,,,,,
