RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,leftText,rightText,sliderDirection,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.43734140000015,0.502060500002699,-0.11574074074074074,0.02962962962962963,1,0,0,Extremely  Attractive,Extremely Unattractive,normal,,,,,,,,,
