ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.815820800024085,0.5024252000148408,[-0.028703703703703703],[-0.14444444444444443],[1],[0],[0],[1.4879673999967054],['ques_instr'],,,,,,2023-04-05_19h43.35.509,FaceAttractiveness,2022.2.5,143.48416866186,
,,,,,,,,,9.827773299999535,,,,,,,,,
