RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,leftText,rightText,sliderDirection,face_image.started,slider_treatment_surgery.started,NextBu.started,slider_treatment_radiation.started,text_treatment_surgery.started,text_treatment_radiation.started,mouse_5.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,100% Always,0% Never,mirrored,8.620069700002205,8.950796399993123,8.950796399993123,8.950796399993123,8.950796399993123,8.950796399993123,0.339528300013626,,,,,,,,,
