RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,slider_2.response,slider_2.rt,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,9.063000100009958,0.5012354000064079,[-0.3611111111111111],[0.15648148148148147],[1],[0],[0],[0.8961773000046378],['ques_instr'],,,,,,,,2023-04-05_14h39.06.525,FaceAttractiveness,2022.2.5,144.00859444471132,
,,,,,,,,,,,,,,,,,,,,10.476500300006592,2.011111111111111,4.805031700001564,,,,,,,,,
