RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,leftText,rightText,sliderDirection,face_image.started,slider.started,NextBu.started,text_4.started,text_5.started,slider_2.started,text_2.started,text_3.started,mouse_5.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,100% Always,0% Never,mirrored,7.777543700009119,8.088899900001707,8.088899900001707,8.088899900001707,8.088899900001707,8.088899900001707,8.088899900001707,8.088899900001707,0.3292868999997154,,,,,,,,,
