ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
8.960074999995413,0.5013640000106534,[0.3111111111111111],[0.25277777777777777],[1],[0],[0],[0.028120400005718693],['ques_instr'],,,,,,2023-04-05_15h23.42.785,FaceAttractiveness,2022.2.5,144.38786044121557,
,,,,,,,,,9.806579500000225,,,,,,,,,
