ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.794630899996264,0.4999156999983825,[0.06759259259259259],[0.12129629629629629],[1],[0],[0],[1.2857420000073034],['ques_instr'],,,,,,2023-04-05_19h45.05.937,FaceAttractiveness,2022.2.5,144.78484974999407,
,,,,,,,,,9.603244699974312,,,,,,,,,
