RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,leftText,rightText,sliderDirection,face_image.started,slider_treatment_surgery.started,NextBu.started,mouse_5.started,slider_treatment_radiation.started,text_treatment_surgery.started,text_treatment_radiation.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,100% Always,0% Never,mirrored,8.113479399995413,8.443701200012583,8.443701200012583,0.29925270000239834,8.443701200012583,8.443701200012583,8.443701200012583,,,,,,,,,
