text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
9.10847439999634,0.5043771999917226,[-0.1388888888888889],[0.09074074074074075],[1],[0],[0],[0.8895799000019906],912642,001,2023-04-05_14h13.45.067,untitled,2022.2.5,143.66887199799604,
