RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,slider_2.response,slider_2.rt,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.737579599997844,0.5010264000011375,[-0.23333333333333334],[0.23425925925925925],[1],[0],[0],[1.736378000001423],['ques_instr'],,,,,,,,2023-04-05_14h39.53.190,FaceAttractiveness,2022.2.5,143.70686099963882,
,,,,,,,,,,,,,,,,,,,,10.990783799992641,1.825925925925926,2.6245816000009654,,,,,,,,,
