mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,onsetTime,leftText,rightText,sliderDirection,face,lesion,block,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,originalFaceTrials.ran,Name,Gender,Age,date,expName,psychopyVersion,OS,frameRate,participant,study_id,session,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,Task,LeftLabel,RightLabel
,,,,,146.1986,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_LM_201_057_N.png,RCHEEK,4,39.17426215,0.6734,-0.017928964,-0.388205295,1,0,0,NextBu,0.852528472,81,0,81,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,147.9155,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_LF_224_176_N.png,RCHEEK,4,32.67469618,0.8881,-0.054488571,-0.354976852,1,0,0,NextBu,0.914618015,82,0,82,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,149.9485,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_BM_234_172_N.png,RCHEEK,4,32.31336806,0.6747,-0.040455006,-0.373925781,1,0,0,NextBu,0.943021924,83,0,83,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,151.9829,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_BM_213_134_N.png,NASALTIP,4,39.62962963,0.5405,-0.052376302,-0.36135706,1,0,0,NextBu,0.529007984,84,0,84,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,153.266,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_BF_224_002_N.png,RCHEEK,4,35.57978877,0.6722,-0.04427445,-0.380483218,1,0,0,NextBu,0.975870974,85,0,85,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,155.0829,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_BF_214_308_N.png,LCHEEK,4,36.92889178,0.5898,-0.031546586,-0.388436777,1,0,0,NextBu,0.792699063,86,0,86,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,156.6661,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_AM_233_236_N.png,RCHEEK,4,34.67086227,0.5546,-0.013946759,-0.386114728,1,0,0,NextBu,0.830612529,87,0,87,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,158.315,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_AF_245_143_N.png,NASALTIP,4,36.39105903,0.4409,-0.05240162,-0.408590133,1,0,0,NextBu,0.588847045,88,0,88,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,159.6662,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_AF_237_223_N.png,LIP,4,32.63780382,0.6899,0.012890625,-0.424359809,1,0,0,NextBu,0.652412223,89,0,89,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,161.1992,Extremely Unattractive,Extremely  Attractive,mirrored,CFD_AF_231_357_N.png,LIP,4,35.625,0.6567,-0.020735677,-0.378360098,1,0,0,NextBu,0.85006379,90,0,90,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,162.8824,Extremely Unattractive,Extremely  Attractive,mirrored,136_M_M_N_A.png,LIP,4,36.52596933,0.4741,-0.047460938,-0.38577474,1,0,0,NextBu,0.846595245,91,0,91,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,164.6163,Extremely Unattractive,Extremely  Attractive,mirrored,087_M_M_N_A.png,LIP,4,28.31380208,0.638,-0.082396557,-0.391579861,1,0,0,NextBu,0.684101484,92,0,92,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,166.2657,Extremely Unattractive,Extremely  Attractive,mirrored,035_M_F_N_A.png,NASALTIP,4,29.59056713,0.927,-0.056152344,-0.394704861,1,0,0,NextBu,0.61341398,93,0,93,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,168.0328,Extremely Unattractive,Extremely  Attractive,mirrored,006_M_F_N_A.png,LIP,4,34.8473669,0.8595,-0.033825231,-0.405881076,1,0,0,NextBu,0.635047146,94,0,94,0,1,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,0,0,0,0,1,Attractiveness,Extremely  Attractive,Extremely Unattractive
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-28_09h13.25.873,FaceAttractiveness,2022.2.2,MacIntel,60.0024001,60c6b3ea487c6f366b92e5e3,62dfe6a3e28b448cf3e9d0db,0e26qhk55m18,,,,,,,,
