ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
21.51485259999754,0.5020167000038782,[-0.2564814814814815],[-0.125],[1],[0],[0],[0.31250749999890104],['ques_instr'],,,,,,2023-04-05_15h22.24.784,FaceAttractiveness,2022.2.5,144.55086599515084,
,,,,,,,,,22.647102100003394,,,,,,,,,
