ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
9.294268500000044,0.5018542999999909,[0.0712962962962963],[-0.021296296296296296],[1],[0],[0],[1.238335500000062],['ques_instr'],,,,,,,,,,,,,,,,,,,,,,2023-04-07_20h52.24.214,FaceAttractiveness,2022.2.5,143.54801896565286,
,,,,,,,,,11.074781799999982,11.074781799999982,11.074781799999982,11.074781799999982,11.074781799999982,0.0019465999999965788,None,None,None,None,[0.687962962962963],[-0.39166666666666666],[1],[0],[0],[1.3748765000000276],['image'],,,,,2023-04-07_20h52.24.214,FaceAttractiveness,2022.2.5,143.54801896565286,
