ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.597227499994915,0.5023637999838684,[0.011111111111111112],[0.011111111111111112],[1],[0],[0],[2.752120000019204],['ques_instr'],,,,,,2023-04-05_20h04.02.589,FaceAttractiveness,2022.2.5,144.22335006384364,
,,,,,,,,,10.878957699984312,,,,,,,,,
