4.0342 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
4.0416 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.3982 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B41AEC4D90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B420877250>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3982 	EXP 	window1: mouseVisible = True
6.3983 	EXP 	window1: mouseVisible = False
6.3983 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.3983 	EXP 	window1: recordFrameIntervals = False
6.4674 	EXP 	window1: recordFrameIntervals = True
6.5438 	EXP 	Screen (0) actual frame rate measured at 143.70Hz
6.5439 	EXP 	window1: recordFrameIntervals = False
8.1481 	INFO 	keyboard.Keyboard is using iohub backend.
8.2655 	EXP 	Created ques_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='ques_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.2656 	EXP 	window1: mouseVisible = True
8.2691 	EXP 	window1: mouseVisible = True
8.2861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2863 	DEBUG 	Uploading Texture Font fontname to graphics card
8.2915 	DEBUG 	Upload of Texture Font fontname complete
8.3064 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.3066 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3115 	DEBUG 	Upload of Texture Font fontname complete
8.3264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.3266 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3316 	DEBUG 	Upload of Texture Font fontname complete
8.3463 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.3465 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3513 	DEBUG 	Upload of Texture Font fontname complete
8.3662 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.3664 	DEBUG 	Uploading Texture Font fontname to graphics card
8.3706 	DEBUG 	Upload of Texture Font fontname complete
