RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,7.875046500004828,0.5005967000033706,-0.1537037037037037,-0.003703703703703704,1,0,0,,,,,,,,,
