text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
9.176164100004826,0.5016801999881864,[-0.1398148148148148],[0.08888888888888889],[1],[0],[0],[8.333029100002022],926124,001,2023-04-05_14h26.37.774,untitled,2022.2.5,144.10800031350104,
