RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,14.880485400004545,0.505998799984809,-0.12129629629629629,-0.11018518518518519,1,0,0,,,,,,,,,
