ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.656316699984018,0.5030873999930918,[-0.08888888888888889],[0.12222222222222222],[1],[0],[0],[0.6695616999932099],['ques_instr'],,,,,,2023-04-05_20h04.38.062,FaceAttractiveness,2022.2.5,140.7122855665272,
,,,,,,,,,8.850348699983442,,,,,,,,,
