faceImages,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,faceQuestions.thisRepN,faceQuestions.thisTrialN,faceQuestions.thisN,faceQuestions.thisIndex,faceImages_q,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,face_image.started,slider_treatment_surgery.started,NextBu.started,slider_treatment_radiation.started,text_treatment_surgery.started,text_treatment_radiation.started,mouse_5.started,slider_treatment_surgery.response,slider_treatment_surgery.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,slider_treatment_radiation.response,slider_treatment_radiation.rt,ITI,text.started,text.stopped,face_image_q.started,slider_trustworthy.started,text_trustworthy.started,slider_aggressive.started,text_aggressive.started,Confirm.started,mouse_7.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
images\NASALTIP_CFD_LM_201_057_N.png,0,49,49,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.9883305000003,259.2850122,259.2850122,259.2850122,259.2850122,259.2850122,0.30765969999993104,56.94444444444444,1.1483507000002646,-0.05555555555555555,-0.4,1,0,0,NextBu,51.20370370370371,1.6983136999997441,0.5534564306198697,260.9217187000004,261.47946630000024,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LIP_CFD_AF_231_357_N.png,0,50,50,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.47946630000024,261.77822730000025,261.77822730000025,261.77822730000025,261.77822730000025,261.77822730000025,0.30740009999954054,51.2962962962963,0.7465086000001975,0.02962962962962963,-0.4064814814814815,1,0,0,NextBu,58.24074074074074,1.396088399999826,0.6048740786141334,263.21309629999996,263.81980830000066,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\FOREHEAD_CFD_AF_245_143_N.png,0,51,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.81980830000066,264.1181096999999,264.1181096999999,264.1181096999999,264.1181096999999,264.1181096999999,0.3071766999992178,38.611111111111114,0.7230478000001312,-0.03518518518518519,-0.3685185185185185,1,0,0,NextBu,46.574074074074076,1.2241885000003094,0.9569359216201263,265.3240392000007,266.2858683000004,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LIP_CFD_WM_212_097_N.png,0,52,52,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.2858683000004,266.58425739999984,266.58425739999984,266.58425739999984,266.58425739999984,266.58425739999984,0.3079708000004757,48.333333333333336,0.842924800000219,0.010185185185185186,-0.4185185185185185,1,0,0,NextBu,48.888888888888886,1.6777423000003182,0.8369640751250862,268.3175624000005,269.1608200999999,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LCHEEK_CFD_BF_214_308_N.png,0,53,53,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.1608200999999,269.45887700000003,269.45887700000003,269.45887700000003,269.45887700000003,269.45887700000003,0.3078940999994302,46.85185185185185,0.904598399999486,-0.018518518518518517,-0.387037037037037,1,0,0,NextBu,49.074074074074076,1.4215531999998348,0.7943738987057967,270.8182519000002,271.61970999999994,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LIP_CFD_LM_203_026_N.png,0,54,54,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.61970999999994,271.9153974999999,271.9153974999999,271.9153974999999,271.9153974999999,271.9153974999999,0.3062467999998262,42.68518518518519,0.8311765000007654,-0.046296296296296294,-0.4287037037037037,1,0,0,NextBu,42.22222222222222,1.4648286999999982,0.6286542004659803,273.38659160000043,274.02246620000005,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\NASALTIP_136_M_M_N_A.png,0,55,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.02246620000005,274.3198603999999,274.3198603999999,274.3198603999999,274.3198603999999,274.3198603999999,0.306846399999813,49.44444444444444,0.8662500000000364,-0.021296296296296296,-0.3675925925925926,1,0,0,NextBu,51.48148148148148,1.5828692999994018,0.8917998200439947,275.8513363000002,276.74961820000044,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LIP_006_M_F_N_A.png,0,56,56,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.74961820000044,277.05175510000026,277.05175510000026,277.05175510000026,277.05175510000026,277.05175510000026,0.3108548999998675,57.870370370370374,0.945701999999983,-0.014814814814814815,-0.375,1,0,0,NextBu,48.7037037037037,1.7234877999999298,0.6662943052375996,278.74757300000056,279.4166337000006,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\NASALTIP_CFD_BM_234_172_N.png,0,57,57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.4166337000006,279.7151050000002,279.7151050000002,279.7151050000002,279.7151050000002,279.7151050000002,0.30770810000012716,45.46296296296296,0.8396651999992173,-0.03981481481481482,-0.38796296296296295,1,0,0,NextBu,48.888888888888886,1.4705818000002182,0.9583281763776923,281.1362270999998,282.09734650000064,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\LCHEEK_087_M_M_N_A.png,0,58,58,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.09734650000064,282.3960738000005,282.3960738000005,282.3960738000005,282.3960738000005,282.3960738000005,0.308092399999623,43.425925925925924,0.8413929999996981,0.06574074074074074,-0.39444444444444443,1,0,0,NextBu,55.00000000000001,1.7175570999997944,0.6922604123616841,284.0464914000004,284.7429495000006,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\RCHEEK_006_M_F_N_A.png,0,59,59,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.7429495000006,285.04126390000056,285.04126390000056,285.04126390000056,285.04126390000056,285.04126390000056,0.30731180000020686,44.62962962962963,0.8607578000001013,0.016666666666666666,-0.41944444444444445,1,0,0,NextBu,54.44444444444444,1.681857000000491,0.9551489866907269,286.7405765000003,287.70128960000056,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
images\FOREHEAD_CFD_AF_231_357_N.png,0,60,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.70128960000056,287.9931489999999,287.9931489999999,287.9931489999999,287.9931489999999,287.9931489999999,0.3014212999996744,47.96296296296296,1.060287000000244,-0.019444444444444445,-0.42777777777777776,1,0,0,NextBu,53.425925925925924,1.6803097000001799,0.6984458205603905,289.62914980000005,290.3333733999998,,,,,,,,,,,,2023-04-07_22h16.13.324,FaceAttractiveness,2022.2.5,143.1764262881825,
