RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,leftText,rightText,sliderDirection,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,10.766849899999215,0.49947989999782294,-0.18425925925925926,-0.040740740740740744,1,0,0,Extremely  Attractive,Extremely Unattractive,normal,,,,,,,,,
