ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
10.428300100000342,0.5001909999991767,[0.05277777777777778],[-0.13333333333333333],[1],[0],[0],[0.09124020001036115],['ques_instr'],,,,,,2023-04-05_15h21.27.724,FaceAttractiveness,2022.2.5,143.8459812404502,
,,,,,,,,,11.333105700003216,,,,,,,,,
