faceImages,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,face_image.started,slider_treatment_surgery.started,NextBu.started,slider_treatment_radiation.started,text_treatment_surgery.started,text_treatment_radiation.started,mouse_5.started,slider_treatment_surgery.response,slider_treatment_surgery.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,slider_treatment_radiation.response,slider_treatment_radiation.rt,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,9.528376300000673,0.5002879000003304,[-0.13240740740740742],[0.03333333333333333],[1],[0],[0],[8.459759199999098],['ques_instr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_23h24.03.243,FaceAttractiveness2,2022.2.5,142.5165283537237,
,,,,,,,,,,,,,,18.52734260000034,18.52734260000034,18.52734260000034,18.52734260000034,18.52734260000034,0.001943899998877896,None,None,None,None,[0.6703703703703704],[-0.4101851851851852],[1],[0],[0],[1.4721929999996064],['image'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_23h24.03.243,FaceAttractiveness2,2022.2.5,142.5165283537237,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97896209999999,0.501066400000127,0.07592592592592592,-0.053703703703703705,1,0,0,instrBlock,,,,,,,,,,,,,,,,,,,,,,2023-04-07_23h24.03.243,FaceAttractiveness2,2022.2.5,142.5165283537237,
images\LIP_CFD_AF_231_357_N.png,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.582109099999798,20.872648099999424,20.872648099999424,20.872648099999424,20.872648099999424,20.872648099999424,0.30681559999902674,57.77777777777777,1.0742103000011411,0.03888888888888889,-0.3851851851851852,1,0,0,NextBu,63.888888888888886,1.8907130000006873,,,,,2023-04-07_23h24.03.243,FaceAttractiveness2,2022.2.5,142.5165283537237,
images\RCHEEK_CFD_BF_214_308_N.png,0,1,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.124383300000773,23.418137200000274,23.418137200000274,23.418137200000274,23.418137200000274,23.418137200000274,0.3024588999996922,56.94444444444444,1.0117188999993232,0.05462962962962963,-0.37777777777777777,1,0,0,NextBu,61.29629629629629,1.5624924000003375,,,,,2023-04-07_23h24.03.243,FaceAttractiveness2,2022.2.5,142.5165283537237,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.124156600000788,25.419443200000387,25.419443200000387,25.419443200000387,25.419443200000387,25.419443200000387,0.30492640000011306,,,,,,,,,,,,,,,,,,,
