ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
8.416632199994638,0.5030232999997679,[0.022222222222222223],[-0.008333333333333333],[1],[0],[0],[5.508912699995562],['ques_instr'],,,,,,2023-04-05_15h24.49.111,FaceAttractiveness,2022.2.5,143.69591645923194,
,,,,,,,,,14.742803899993305,,,,,,,,,
