text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
9.129615800004103,0.5033946999901673,[-0.06018518518518518],[-0.05277777777777778],[1],[0],[0],[0.7155586000008043],397564,001,2023-04-05_14h29.53.452,untitled,2022.2.5,143.7151221120124,
