RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,leftText,rightText,sliderDirection,face_image.started,slider.started,NextBu.started,text_4.started,text_5.started,slider_2.started,text_2.started,text_3.started,mouse_5.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,100% Always,0% Never,mirrored,8.089111800014507,8.402878799999598,8.402878799999598,8.402878799999598,8.402878799999598,8.402878799999598,8.402878799999598,8.402878799999598,0.33072170001105405,,,,,,,,,
