6.2812 	INFO 	Loaded monitor calibration from ['2021_12_01 18:33']
6.2918 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
7.7749 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.09803922, 0.09803922, 0.09803922]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025786665D90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025786B472B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7750 	EXP 	window1: mouseVisible = True
7.7751 	EXP 	window1: mouseVisible = False
7.7751 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.7752 	EXP 	window1: recordFrameIntervals = False
7.8427 	EXP 	window1: recordFrameIntervals = True
7.9198 	EXP 	Screen (0) actual frame rate measured at 142.16Hz
7.9198 	EXP 	window1: recordFrameIntervals = False
9.7016 	INFO 	keyboard.Keyboard is using iohub backend.
9.9875 	EXP 	Created ques_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='ques_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9882 	EXP 	window1: mouseVisible = True
9.9939 	EXP 	window1: mouseVisible = True
10.0316 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0332 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0347 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0362 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0377 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0483 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0546 	DEBUG 	Upload of Texture Font fontname complete
10.0706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0708 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0763 	DEBUG 	Upload of Texture Font fontname complete
10.0930 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0990 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1009 	DEBUG 	Uploading Texture Font fontname to graphics card
10.1055 	DEBUG 	Upload of Texture Font fontname complete
10.1218 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1221 	DEBUG 	Uploading Texture Font fontname to graphics card
10.1269 	DEBUG 	Upload of Texture Font fontname complete
10.1434 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1452 	DEBUG 	Uploading Texture Font fontname to graphics card
10.1500 	DEBUG 	Upload of Texture Font fontname complete
10.1613 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Arial', granularity=1.0, labelColor=None, labelHeight=0.01, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=3, style='scrollbar', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
10.1911 	EXP 	Created EndText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='EndText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.2025 	EXP 	slider_2: autoLog = True
10.2025 	EXP 	slider_2: markerPos = 3
10.2025 	EXP 	slider_2: styleTweaks = []
10.2025 	EXP 	slider_2: styleTweaks = []
10.2025 	EXP 	slider_2: styleTweaks = []
10.2025 	EXP 	slider_2: styleTweaks = []
10.2025 	EXP 	slider_2: contrast = 1.0
10.2025 	EXP 	slider_2: autoLog = True
10.2025 	EXP 	ques_instr: autoDraw = True
10.9335 	DATA 	Mouse: Left button down, pos=(822,578)
10.9711 	EXP 	ques_instr: autoDraw = False
10.9711 	EXP 	slider_2: markerPos = None
10.9711 	EXP 	slider_2: markerPos = 3
10.9711 	EXP 	slider_2: autoDraw = True
10.9711 	EXP 	slider_2: markerPos = 2.488888888888889
10.9819 	EXP 	slider_2: markerPos = 2.488888888888889
10.9901 	EXP 	slider_2: markerPos = 2.488888888888889
11.0025 	EXP 	slider_2: markerPos = 2.488888888888889
11.0100 	EXP 	slider_2: markerPos = 2.488888888888889
11.0177 	EXP 	slider_2: markerPos = 2.488888888888889
11.0253 	EXP 	slider_2: markerPos = 2.488888888888889
11.0361 	EXP 	slider_2: markerPos = 2.488888888888889
11.0445 	EXP 	slider_2: markerPos = 2.488888888888889
11.0528 	EXP 	slider_2: markerPos = 2.488888888888889
11.0648 	EXP 	slider_2: markerPos = 2.488888888888889
11.0729 	EXP 	slider_2: markerPos = 2.488888888888889
