slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.321544700011145,7.321544700011145,7.321544700011145,7.321544700011145,,,,,,,,,
