RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Task,LeftLabel,RightLabel,instrBlock.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,8.022222499974305,0.5047684999881312,0.002777777777777778,-0.10555555555555556,1,0,0,,,,,,,,,
