text.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
10.02566499999375,0.502835099992808,[-0.4101851851851852],[-0.14166666666666666],[1],[0],[0],[3.1880664999916917],565572,001,2023-04-05_14h12.14.621,untitled,2022.2.5,144.0079722884036,
