ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_rad_therapy.started,text_rad_therapy.started,slider_surgery.started,text_surgery.started,image.started,mouse_6.started,slider_rad_therapy.response,slider_rad_therapy.rt,slider_surgery.response,slider_surgery.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.973267599999986,0.5057051000000001,[-0.1675925925925926],[0.03333333333333333],[1],[0],[0],[0.0856344999999692],['ques_instr'],,,,,,,,,,,,,,,,,,,,,,2023-04-07_20h51.33.848,FaceAttractiveness,2022.2.5,143.86543402759608,
,,,,,,,,,8.60424839999996,8.60424839999996,8.60424839999996,8.60424839999996,8.60424839999996,0.001696100000003753,1.8666666666666667,0.8701873999999634,3.9703703703703703,1.7040977999999996,"[-0.2833333333333333, 0.24259259259259258, 0.6537037037037037]","[0.11481481481481481, -0.2759259259259259, -0.37962962962962965]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.7736088000000336, 1.614012700000103, 2.3906429000001026]",['image'],,,,,2023-04-07_20h51.33.848,FaceAttractiveness,2022.2.5,143.86543402759608,
