ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
10.202501799998572,0.505709899996873,[-0.12777777777777777],[0.03518518518518519],[1],[0],[0],[0.23791540000820532],['ques_instr'],,,,,,2023-04-05_19h41.03.049,FaceAttractiveness,2022.2.5,142.15671637925445,
,,,,,,,,,10.971079000009922,,,,,,,,,
