ques_instr.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,slider_2.started,text_2.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
7.898420199984685,0.4999161000014283,[-0.08703703703703704],[0.08703703703703704],[1],[0],[0],[1.3832204000209458],['ques_instr'],,,,,,,2023-04-05_20h35.46.014,FaceAttractiveness,2022.2.5,144.80518635102783,
,,,,,,,,,9.804788500012364,9.804788500012364,,,,,,,,,
