mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,onsetTime,leftText,rightText,sliderDirection,face,lesion,block,slider.response,slider.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,ITI,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,originalFaceTrials.ran,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,OS,frameRate,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,RatingBlockOrder.ran,RatingBlockOrder.order,Task,LeftLabel,RightLabel,originalFaceTrials.order
0.176504517,-0.223681641,1,0,0,1.1716,Extremely  Attractive,Extremely Unattractive,normal,CFD_WM_212_097_N.png,FOREHEAD,0,63.45092773,2.0219,-0.040643311,-0.39934082,1,0,0,NextBu,0.918784622,0,0,0,0,1,,,,,2022-07-28_10h28.31.266,FaceAttractiveness,2022.2.2,MacIntel,59.98440405,,,,,,,,,,
,,,,,5.0043,Extremely  Attractive,Extremely Unattractive,normal,CFD_WF_250_167_N.png,LCHEEK,0,28.35876465,0.9047,-0.017623901,-0.371362305,1,0,0,NextBu,0.805063329,1,0,1,0,1,,,,,2022-07-28_10h28.31.266,FaceAttractiveness,2022.2.2,MacIntel,59.98440405,,,,,,,,,,
,,,,,7.3053,Extremely  Attractive,Extremely Unattractive,normal,,,,,,,,,,,,,2,0,2,0,1,,,,,2022-07-28_10h28.31.266,FaceAttractiveness,2022.2.2,MacIntel,59.98440405,0,0,0,0,1,0,Attractiveness,Extremely  Attractive,Extremely Unattractive,94
